1678959916,0,0.695614398
1678959925,1,0.681820273
1678959933,2,0.676463306
1678959942,3,0.671998441
1678959951,4,0.659932494
1678959959,5,0.65458113
1678959968,6,0.647832155
1678959977,7,0.640725911
1678959986,8,0.634889424
1678959995,9,0.632596672
1678960004,10,0.622450531
1678960012,11,0.616299033
1678960021,12,0.609361291
1678960030,13,0.607727945
1678960038,14,0.599970102
1678960047,15,0.589781165
1678960056,16,0.579778075
1678960065,17,0.573507369
1678960073,18,0.5647012
1678960082,19,0.556037128
1678960091,20,0.548790157
1678960100,21,0.537090659
1678960108,22,0.535511017
1678960117,23,0.525527418
1678960126,24,0.51683712
1678960134,25,0.511815548
1678960143,26,0.499363959
1678960152,27,0.496311635
1678960161,28,0.501072407
1678960170,29,0.480653822
1678960179,30,0.476224214
1678960188,31,0.468976557
1678960196,32,0.455081195
1678960205,33,0.4543778
1678960214,34,0.436769128
1678960222,35,0.429938853
1678960231,36,0.438566178
1678960240,37,0.423348963
1678960249,38,0.412762433
1678960257,39,0.408668399
1678960266,40,0.390723735
1678960275,41,0.385552168
1678960283,42,0.373387247
1678960292,43,0.378998727
1678960301,44,0.392413497
1678960310,45,0.36705178
1678960318,46,0.351613522
1678960327,47,0.345785707
1678960336,48,0.354764163
1678960345,49,0.329824567
1678960354,50,0.323893219
1678960362,51,0.321692497
1678960371,52,0.307104737
1678960380,53,0.308753848
1678960388,54,0.302299887
1678960397,55,0.302805007
1678960406,56,0.298605025
1678960415,57,0.290301353
1678960424,58,0.297193825
1678960433,59,0.280752748
1678960442,60,0.274016201
1678960451,61,0.262986481
1678960460,62,0.265100062
1678960468,63,0.269350171
1678960477,64,0.250695974
1678960486,65,0.2432037
1678960494,66,0.233069792
1678960503,67,0.231065556
1678960512,68,0.217823535
1678960520,69,0.217804655
1678960529,70,0.218026564
1678960538,71,0.211611733
1678960546,72,0.208863825
1678960555,73,0.212909803
1678960564,74,0.207750782
1678960572,75,0.202857122
1678960581,76,0.19693245
1678960590,77,0.179933369
1678960598,78,0.176696613
1678960607,79,0.17780228
1678960615,80,0.169634625
1678960624,81,0.176024079
1678960633,82,0.163037002
1678960641,83,0.168321297
1678960650,84,0.16501829
1678960659,85,0.148324385
1678960668,86,0.152911216
1678960676,87,0.146933466
1678960685,88,0.143893242
1678960694,89,0.147178754
1678960702,90,0.139289856
1678960711,91,0.142678976
1678960720,92,0.131578252
1678960728,93,0.134800062
1678960737,94,0.122262701
1678960746,95,0.11502298
1678960754,96,0.116408907
1678960763,97,0.116621837
1678960772,98,0.115011372
