1678878102,0,0.686593175
1678878114,1,0.66482985
1678878126,2,0.639643788
1678878139,3,0.619342208
1678878151,4,0.595450163
1678878163,5,0.571720362
1678878175,6,0.551067173
1678878188,7,0.54384619
1678878201,8,0.537961185
1678878221,9,0.503150225
1678878236,10,0.473667324
1678878251,11,0.463526279
1678878273,12,0.457953721
1678878286,13,0.439367354
1678878299,14,0.411604077
1678878313,15,0.377476186
1678878325,16,0.415137678
1678878338,17,0.356086522
1678878350,18,0.339950413
1678878362,19,0.368373752
1678878374,20,0.310802937
1678878387,21,0.304981351
1678878399,22,0.305959433
1678878412,23,0.275806606
1678878424,24,0.277445346
1678878436,25,0.261481762
1678878448,26,0.257559299
1678878460,27,0.243991181
1678878472,28,0.235874623
1678878484,29,0.229617298
1678878496,30,0.221392751
1678878509,31,0.215377197
1678878521,32,0.208860606
1678878533,33,0.21063216
1678878545,34,0.20380874
1678878557,35,0.199906975
1678878569,36,0.195406079
1678878581,37,0.192289874
1678878593,38,0.189910963
1678878606,39,0.186271697
1678878618,40,0.19054918
1678878630,41,0.184812799
1678878642,42,0.182233736
1678878655,43,0.183896199
1678878667,44,0.178715557
1678878679,45,0.172684163
1678878692,46,0.172649279
1678878704,47,0.172960326
1678878716,48,0.168872029
1678878729,49,0.169486478
